port_name,port_id,port_lat,port_lon,port_iso3,continent,betweenness_centrality,k_core,hub_score,authority_score,pagerank_score,import_cluster,export_cluster,import_cluster_rolebased,export_cluster_rolebased
Alvika_Norway,port39,62.479172023733824,6.371692044629987,NOR,EURO,8.502836590195274e-06,58,0.0002036449920583499,0.00019406301580606716,0.0003566672631554717,4,3,5,4
Amagasaki_Japan,port40,34.7021310849604,135.36779525070185,JPN,ASIA,2.22352506453725e-05,96,0.0005903362595726683,0.0006726024155265329,0.0006126214568400089,3,0,1,0
Amamapare_Indonesia,port41,-4.806828832153477,136.80309025069434,IDN,ASIA,0.00019613550337780385,75,0.0003941619235695504,0.00045944768115793304,0.00046802101914342,3,0,1,0
Ambon_Indonesia,port42,-3.6775351946581054,128.175521606224,IDN,ASIA,4.3200373422104605e-05,36,0.00014712261420558872,0.00015431471077829921,0.0003788466076146851,3,0,1,0
Amirabad Port_Iran,port43,36.85068189237032,53.3652711274209,IRN,ASIA,6.282582221098205e-06,13,7.014155913684406e-06,4.1019251476379354e-05,0.0002541694352113081,0,1,4,1
Ampenan_Indonesia,port44,-8.664698797209562,116.0732048543842,IDN,ASIA,0.00011903276792691738,42,0.0002461300374587577,0.0001665118356166642,0.00039502479233529476,3,0,1,0
Amsterdam_Netherlands,port45,52.410361653244415,4.819634112054576,NLD,EURO,0.00935833792625447,119,0.00257538842019659,0.0024189026855647618,0.002651557488833758,4,3,5,4
Amuay (Bahia De Amuay)_Venezuela,port46,11.744585936633392,-70.20535531024714,VEN,SOAM,0.00015779716707461645,69,0.00039744534094347404,0.00024700487860967476,0.0003980840179295045,1,4,2,2
Anacortes_Canada,port47,48.48677700366743,-122.5688457058046,CAN,NOAM,1.694698334561363e-05,39,0.00018776176165001283,0.00010880501490958862,0.0002545211002196693,1,4,2,2
Anchorage_U.S.A.,port48,61.23279292047068,-149.87432856449828,USA,NOAM,2.5239422134030812e-05,50,0.000337962181291989,0.0002038732080083161,0.00023820800217432908,3,0,1,0
Ancona_Italy,port49,43.62166392882602,13.502097911255069,ITA,EURO,4.885741961719863e-05,85,0.00035000275974666166,0.00040724680378110157,0.00045544557771477295,0,1,4,1
Andoany_Madagascar,port50,-13.402618120424096,48.21470201927411,MDG,AFRI,0.0,4,3.723324500357645e-06,3.7872171885566756e-06,0.00015223758277321483,3,0,3,0
Andres (Andres LGN Terminal)_Dominican Republic,port51,18.418852961891663,-69.63329977621136,DOM,NOAM,0.00020009122326606772,78,0.00042306581736166086,0.0003770296214744909,0.0005281873556489101,1,4,2,2
Anguilla_Anguilla,port52,18.19750881388359,-63.09072719324261,AIA,NOAM,9.105402517958262e-06,21,3.032272674757689e-05,2.1208643323371765e-05,0.00028397497143262113,1,4,2,2
Annaba_Algeria,port53,36.896226293125856,7.767621789683287,DZA,AFRI,0.000149110504298689,119,0.0009101852845258321,0.0008815315255351183,0.0007181942951100176,0,1,4,1
Antalya_Turkey,port54,36.83889937153965,30.606200657497823,TUR,ASIA,0.0003221203776871137,110,0.0006469820433630762,0.0006864982941696181,0.0007055448286377282,0,1,4,1
Antisranana_Madagascar,port55,-12.26905590898271,49.28869018643424,MDG,AFRI,0.00017616218054983482,22,7.891675906385873e-05,6.936622799914666e-05,0.0002540541438207878,3,0,3,0
Antofagasta_Chile,port56,-23.6509440933457,-70.4048979191415,CHL,SOAM,9.77529128644861e-05,86,0.0005491828656460999,0.00022953689716420574,0.0003756895932158976,1,4,2,2
Antwerp_Belgium,port57,51.27935494428036,4.3178023106669565,BEL,EURO,0.022681726099992323,119,0.0031819598487505506,0.0031614680618687867,0.003528650821861447,4,3,5,4
Anzali Port_Iran,port58,37.47515153180458,49.46995908054619,IRN,ASIA,1.4471230141239161e-05,15,3.810668615908094e-05,3.7306509573561446e-05,0.0002756403038554973,0,1,4,1
Aomori Ko_Japan,port59,40.84225958281791,140.76030679555507,JPN,ASIA,5.26922945158978e-05,92,0.0005642873151840162,0.00042679871021906974,0.0004392326483292657,3,0,1,0
Apia_Samoa,port60,-13.826069430292684,-171.76023176326615,WSM,AUST,0.0012705226714095907,22,9.772789300000891e-05,5.797851836628223e-05,0.00021183946121746682,3,0,1,0
Apra Harbor_Guam,port61,13.460281696281312,144.6753643183448,GUM,AUST,0.001131138908305285,60,0.00035863401164895424,0.0002863022253590684,0.0005167431311546658,3,0,1,0
Aratu_Brazil,port62,-12.783450461896129,-38.487990580516495,BRA,SOAM,0.0007337813342534576,119,0.0011857234574680698,0.001320171292845951,0.0011472435723056172,1,4,2,2
Arawak_Barbados,port63,13.286761529608045,-59.64823156661467,BRB,NOAM,3.9124237517302836e-05,21,4.290619282154301e-05,1.425130789795138e-05,0.0001924890217236994,1,4,2,2
Ardalstangen_Norway,port64,61.23559149594584,7.709705946012606,NOR,EURO,3.528051452204026e-05,77,0.00038242372069380515,0.00027191965709424064,0.00031421284422011885,4,3,5,4
Ardel_Norway,port65,59.14645139040963,6.17070503494007,NOR,EURO,6.52898900569508e-06,59,0.00020080845530198198,0.00017969068954839284,0.00034524379446132286,4,3,5,4
Argentia_Canada,port66,47.33890642242393,-53.93354604064832,CAN,NOAM,7.77568326676419e-05,52,0.00013546439052961984,0.000241808269018404,0.00031562149167094444,1,4,2,2
Arhus_Denmark,port67,56.15113462998881,10.229250698962224,DNK,EURO,0.0005168035184575766,109,0.0008079720597744271,0.0009386168493859911,0.0010318690150053554,4,3,5,4
Arkhangels'k_Russia,port68,64.52521693626386,40.67633317154201,RUS,EURO,0.0005441493994046316,101,0.0004631199838422061,0.0005388671157066215,0.0006855870974299357,4,3,5,4
Arrecife_Spain,port69,28.969362500848344,-13.528071820397091,ESP,EURO,1.1457890514059581e-05,36,0.00021715622140379217,0.0001718833006032558,0.00022004149127445035,0,1,4,1
Arzew El Djedid_Algeria,port70,35.819235019961766,-0.2676223049533486,DZA,AFRI,0.0009688134761470309,119,0.0014825322672591722,0.001364766950184063,0.0011016602222924192,0,1,4,1
As Suways_Egypt,port71,29.951008333267044,32.530639213840544,EGY,AFRI,8.819892685893137e-06,31,0.00014045468223682146,0.00011262610873179871,0.00021939036938731286,3,1,3,0
Ash Shariqah_United Arab Emirates,port72,25.36312734816629,55.37623328593752,ARE,ASIA,0.0008003251433499145,119,0.0008981077738170217,0.000914868268330132,0.0008500485281273758,3,0,3,0
Ashdod_Israel,port73,31.836309090305807,34.66849997824742,ISR,ASIA,0.0006774737828548671,119,0.0012008248324715455,0.0012955871643918072,0.0010697396307073612,0,1,4,1
Ashqelon_Israel,port74,31.64077392057513,34.539134412717075,ISR,ASIA,2.5240094202687174e-05,66,0.0004291511288958204,0.00021714118274734182,0.0002700068557419455,0,1,4,1
Aspropirgos_Greece,port75,38.02421336708783,23.598511114472505,GRC,EURO,0.00010685771353689255,95,0.00048695671935587503,0.0005530218965683547,0.0006288036101518121,0,1,4,1
Astrakhan Port_Russia,port76,46.384677231114935,48.02158851082925,RUS,EURO,3.622779338938775e-05,21,4.1407614425505413e-05,8.450408920069069e-05,0.00033450490733189544,0,1,4,1
Atapupu_Indonesia,port77,-8.995671715587443,124.86262151917973,IDN,ASIA,8.907010013168682e-07,12,1.924468068096414e-05,2.0182444772636677e-05,0.00016186105240802,3,0,1,0
Auckland_New Zealand,port79,-36.84280038036584,174.7739520335586,NZL,AUST,0.0015375251957560267,100,0.0005459511036811615,0.000668832969079378,0.0008497709070360142,3,0,1,0
Augusta_Italy,port80,37.19392264018573,15.183932202418,ITA,EURO,0.0004292793820160201,119,0.0009741224249354755,0.0009245060681058635,0.0008752330110876914,0,1,4,1
Avatiu_Cook Islands,port81,-21.203864577292663,-159.78427429202117,COK,AUST,0.00019719828713736105,10,1.4415003116471533e-05,1.530230639928287e-05,0.0002604630108943381,3,0,1,0
Aveiro_Portugal,port82,40.62981430875655,-8.719994045734829,PRT,EURO,0.001207875216304394,119,0.0013989061674694815,0.0014073399672787303,0.0013088086024137717,4,3,5,4
Aviles_Spain,port83,43.56425940172685,-5.894390534895371,ESP,EURO,0.0004766263698155628,117,0.0008857003101755777,0.0008958789813490913,0.0007981126625889822,4,3,5,4
Avonmouth_United Kingdom,port84,51.498120816550205,-2.708767368142706,GBR,EURO,0.0009901869334098938,119,0.001188686675628978,0.0013209416344418543,0.0011227365698906603,4,3,5,4
Az Zawiya_Libya,port85,32.78550355961522,12.700008451912137,LBY,AFRI,2.575684596567888e-05,73,0.0003472294197890059,0.0004062468416490686,0.00038295604444200297,0,1,4,1
Bahai De La Habana_Cuba,port86,23.12766954941444,-82.33371674830617,CUB,NOAM,0.0003263467292821922,89,0.0004775339203855282,0.0005150715145563653,0.0005662686569090358,1,4,2,2
