port_name,port_id,port_lat,port_lon,port_iso3,continent,betweenness_centrality,k_core,hub_score,authority_score,pagerank_score,import_cluster,export_cluster,import_cluster_rolebased,export_cluster_rolebased
Djibouti_Djibouti,port294,11.59746443353415,43.10371866277629,DJI,AFRI,0.0009595206728690638,119,0.0014425776642604659,0.0013503578092074991,0.0010732472480543993,3,1,3,0
Djupivogur_Iceland,port295,64.66058562142437,-14.28688964542949,ISL,EURO,2.2702043594439123e-06,14,1.4883079669868458e-05,2.942331387963462e-05,0.0001559741194403574,4,3,5,4
Djupviken_Norway,port296,63.752865221539935,11.305065427305346,NOR,EURO,0.00010571257250579617,101,0.0004856800369999995,0.0005215372254285538,0.0006959029936786924,4,3,5,4
Donggala_Indonesia,port297,-0.7450206636203336,119.82889509130888,IDN,ASIA,1.9676201748998054e-05,30,0.00011717989902052493,0.00013468355820374793,0.00028989912922488555,3,0,1,0
Dos Bocas Terminal_Mexico,port298,18.43219459731968,-93.18303295874652,MEX,NOAM,2.6587223176182367e-05,44,0.00021276264082849812,0.00016985368100420713,0.00030648300958488283,1,4,2,2
Douala_Cameroon,port299,4.052880864615648,9.683368801434446,CMR,AFRI,0.000987029379529673,119,0.0010104365011969938,0.0009250888909390368,0.0008253307219496706,0,1,4,1
Dover Harbor_United Kingdom,port301,51.12045225982155,1.3243048041574812,GBR,EURO,5.333009493998192e-05,70,0.00026877058943012005,0.00031992352430413755,0.0004155247139611072,4,3,5,4
Dover_Australia,port300,-43.34182942953283,147.02644297779446,AUS,AUST,0.0,1,1.578869891206007e-06,1.0727147828997232e-06,0.00011833131998285231,3,0,1,0
Drammen_Norway,port302,59.73742491585902,10.239601801511414,NOR,EURO,0.00012666404446973605,102,0.0005382821812308287,0.0005457700651669855,0.0006670929849690994,4,3,5,4
Drogheda_Ireland,port303,53.71699841913632,-6.339268260612721,IRL,EURO,2.6793862403417358e-05,96,0.00041192441891510555,0.0004212404263500268,0.0004308556878693821,4,3,5,4
Duba Bulk Plant Tanker Terminal_Saudi Arabia,port305,27.327605272323176,35.734910230982294,SAU,ASIA,0.0,7,5.073850545741764e-05,2.443377638625722e-05,0.00012127156066177544,3,1,3,0
Duba_Saudi Arabia,port304,27.55991231230089,35.5465966980552,SAU,ASIA,1.198573295853405e-05,39,0.00017084160771831296,0.00020073238722887046,0.00023317912167639566,3,1,3,0
Dubayy_United Arab Emirates,port306,25.273373623758204,55.29082099846359,ARE,ASIA,0.0008398226002527601,119,0.0008532700793567401,0.0010075247437322744,0.0009044463308868433,3,0,3,0
Dublin_Ireland,port307,53.34632537805415,-6.2049355930749925,IRL,EURO,0.0005879405741338094,115,0.0008852675157073093,0.0009705230221480292,0.0009557537437353762,4,3,5,4
Dudinka_Russia,port308,69.4031210247586,86.17703837353535,RUS,EURO,4.780759914737629e-06,17,0.0001065167972561981,8.520643365224805e-05,0.00016785442329874523,4,3,5,4
Dumai_Indonesia,port309,1.7173885039406775,101.41882354750304,IDN,ASIA,0.0020455269122690105,119,0.0016373563078931309,0.0012361118529936235,0.0010066511035140692,3,0,1,0
Dunkerque Port Ouest_France,port310,51.02068300332831,2.2667766493888406,FRA,EURO,0.0037628317613180766,119,0.0019759496220922985,0.0018786277274663405,0.001851832174057749,4,3,5,4
Durban_South Africa,port311,-29.88212961436449,31.02302243419417,ZAF,AFRI,0.004768990733580254,119,0.0022114195215687865,0.0025214126519771396,0.002080130977595855,3,0,3,0
Durres_Albania,port312,41.34064126097365,19.44399989841224,ALB,EURO,0.00015128224414268044,96,0.0005666969921977593,0.0004884314605171868,0.0006181312704983976,0,1,4,1
Dzaoudzi_Mayotte,port313,-12.76692626923014,45.280104383983,MYT,AFRI,0.0,3,9.528624046188908e-06,2.5591210709590613e-06,0.00012365328026850162,3,0,3,0
EL Segundo_U.S.A.,port314,33.914907439319514,-118.40197968164686,USA,NOAM,7.407468560593046e-05,58,0.0002650380635599788,0.00028663945147403057,0.00034764582746092627,1,4,2,2
East London_South Africa,port315,-33.02810635632081,27.900881035206123,ZAF,AFRI,3.2298155548837826e-06,39,0.0002681698346459928,0.00016995238572517393,0.00021062127252432939,3,1,3,0
Eemshaven_Netherlands,port316,53.44141225495741,6.841979620902956,NLD,EURO,0.000863316622468089,115,0.001070538047246035,0.001083464395340403,0.0011124076558609156,4,3,5,4
El Grao_Spain,port317,39.9592363855611,0.0089323476390812,ESP,EURO,0.0005373967947167131,119,0.0010507792909449133,0.0011223459078406734,0.0009693506478347544,0,1,4,1
El Guamache_Venezuela,port318,10.877324091130324,-64.02942038829006,VEN,SOAM,4.252595646323825e-06,15,3.654714644434335e-05,1.6031514752307666e-05,0.00015931925241337777,1,4,2,2
El Jorf Lasfar_Morocco,port319,33.11351890616566,-8.609401597566807,MAR,AFRI,0.0021999657007487584,119,0.0020137584736999643,0.0018074704840509905,0.001557953464029274,0,1,4,1
El Palito_Venezuela,port320,10.483395770568489,-68.13572967966111,VEN,SOAM,0.00010947548580732063,62,0.00031329309212991846,0.00027426623812945925,0.0003852846366877958,1,4,2,2
El-Adabiya_Egypt,port321,29.904162912450463,32.46211563003946,EGY,AFRI,0.0007269037183844053,119,0.0011957628063011493,0.0010762664632468508,0.0008270980096541103,3,1,3,0
Elevsis_Greece,port322,38.04219308474212,23.533407743179595,GRC,EURO,0.0008966813662946525,119,0.001072560473006828,0.0011834243032027565,0.0011567978921048945,0,1,4,1
Emden_Germany,port323,53.345804517554434,7.183700069745903,DEU,EURO,0.001650076895443088,117,0.0011997349601305595,0.0010149493702941608,0.0011002934197402035,4,3,5,4
Empire_U.S.A.,port324,43.42715709377092,-124.25923013645156,USA,NOAM,8.820041702491344e-06,35,0.00013330585247063034,0.00018567893574976865,0.00025072538639956006,3,0,1,0
Ende_Indonesia,port325,-8.850508970626965,121.65387490488357,IDN,ASIA,1.0347901466661648e-05,17,5.9687962675954584e-05,4.85406484243576e-05,0.00020294222695417337,3,0,1,0
Ensenada_Mexico,port326,31.849564665244007,-116.62459926143812,MEX,NOAM,8.875127890814525e-05,71,0.00036456259566495364,0.0003588561815018723,0.0003644509740916807,3,4,2,0
Eregli_Turkey,port327,41.26435668553631,31.416809072576925,TUR,ASIA,0.0004279069532201388,119,0.0008489866218879384,0.0009060444018183216,0.0008313042609752604,0,1,4,1
Esbjerg_Denmark,port328,55.46312208377105,8.46705790148358,DNK,EURO,0.0013672762614695352,117,0.0011229182668698447,0.001105596185244361,0.0011863522273804013,4,3,5,4
Eskifjordhur_Iceland,port329,65.04291822343558,-14.086756475206547,ISL,EURO,8.887210182719448e-05,70,0.0003088507815079802,0.00026278027288335404,0.0003722583512992476,4,3,5,4
Esmeraldas_Ecuador,port330,0.9904562019326204,-79.65069729235927,ECU,SOAM,3.707793251909155e-05,54,0.00021045722236129322,0.00018333937849087653,0.0002788007588430522,1,4,2,2
Esperance_Australia,port331,-33.87217365996532,121.90073734497211,AUS,AUST,0.00037037829177504204,118,0.0008127767011847028,0.0009015436834732129,0.0007276609403569084,3,0,1,0
Europa Point_Gibraltar,port332,36.13663071653813,-5.359921566583063,GIB,EURO,0.0010039204224128336,119,0.001291057680533773,0.001176562965240143,0.0011288717511108058,0,1,4,1
Everett_U.S.A.,port333,47.97713082997939,-122.22369174647808,USA,NOAM,1.8889578088994356e-05,50,0.00018907685739404768,0.0002621458655062663,0.00026613291693431925,3,0,1,0
Ez Zueitina_Libya,port334,30.895427371186532,20.08311578731142,LBY,AFRI,6.828846356005384e-08,11,4.501423810302884e-05,5.4467343134533305e-05,0.00015448705122509415,0,1,4,1
Falkenberg_Sweden,port335,56.89932292586699,12.467028989156889,SWE,EURO,8.534920309573576e-05,104,0.0005477183793832291,0.0005759161789128515,0.0007235210543165341,4,3,5,4
Falmouth Harbour_United Kingdom,port337,50.15300320784775,-5.054148128251897,GBR,EURO,1.1936062018747465e-05,62,0.00034317277603019246,0.0003039431282384766,0.00033049621947073613,4,3,5,4
Falmouth_Jamaica,port336,18.49344099968754,-77.64899658930335,JAM,NOAM,0.0,2,6.545297325881516e-07,5.268786486200239e-06,0.00011225022778048103,1,4,2,2
Famagusta_Turkey,port338,35.232421132761615,33.96802251572996,TUR,ASIA,0.00014695338325755518,58,0.0002920427257061111,0.0002600726097278827,0.000309598042066502,0,1,4,1
Fang-Cheng_China,port339,21.614205337319703,108.36433932071556,CHN,ASIA,0.004001746639193413,119,0.002324366931416489,0.002274041287877797,0.0018902403438378144,3,0,1,0
Faradofay_Madagascar,port340,-25.066809909305544,46.96379773414274,MDG,AFRI,5.251130617661433e-05,37,0.00014547917797483624,0.0001851162880823281,0.0002779758708354063,3,0,3,0
Fare_French Polynesia,port341,-16.71469643911556,-151.03433340742689,PYF,AUST,0.0,4,1.0655302817826733e-06,1.3957499888286156e-06,0.0003422778158931489,2,2,0,3
Fawley Marine Terminal_United Kingdom,port342,50.839812283650495,-1.3552449111525404,GBR,EURO,0.0005528395205460242,119,0.0010355411184735162,0.0012478214169243415,0.0011391616749136134,4,3,5,4
Felixstow_United Kingdom,port343,51.95411086516388,1.2931483700092363,GBR,EURO,0.00020647586018926074,109,0.0006937809283247163,0.0007995579448123808,0.0007162804033548053,4,3,5,4
Ferrol_Spain,port344,43.47534572248764,-8.235886284332576,ESP,EURO,0.0008497263456476792,119,0.001182104377770826,0.001116630659162557,0.0009875510182765466,4,3,5,4
Figueira Da Foz_Portugal,port345,40.14727686105776,-8.846579476120617,PRT,EURO,0.00012158441492458572,112,0.0007597765066587123,0.0006685839422796695,0.0006183549628245677,4,3,5,4
Finnart Oil Terminal_United Kingdom,port346,56.11383240283289,-4.833893636339257,GBR,EURO,5.8078266060491904e-06,32,0.0001733360276649343,0.00016159245624771727,0.0002224044902205872,4,3,5,4
Finnsnes_Norway,port347,69.2217864868465,18.08090403709313,NOR,EURO,1.852146260236139e-05,71,0.00033821566521029657,0.00022429424859478613,0.0003356057115029344,4,3,5,4
Flekkefjorden_Norway,port348,58.276332554109565,6.889601003476673,NOR,EURO,0.00021049805674815895,101,0.0004709125112932836,0.0005445020016411966,0.0007126526209664051,4,3,5,4
Floro_Norway,port349,61.60373535507638,5.057204180180993,NOR,EURO,0.00023546577346637368,104,0.0006233365930626371,0.000625715300464467,0.0007615524373227023,4,3,5,4
Fort De France_Martinique,port350,14.601754287031373,-61.046956230224346,MTQ,NOAM,0.0004116433999482885,85,0.0003647623590045031,0.0003636196404553879,0.0006027034729571052,1,4,2,2
Fos_France,port351,43.437564896174734,4.887000028740862,FRA,EURO,0.0016988874384166921,119,0.0015806642349271648,0.0015425639122895152,0.0013510353609566131,0,1,4,1
Founchon_U.S.A.,port352,29.1303434277988,-90.20534334248904,USA,NOAM,0.002855883167658653,34,0.0001137379164823369,0.00012586405745053527,0.00046067046540534707,1,4,2,2
Foynes_Ireland,port353,52.618272158975664,-9.073834332059272,IRL,EURO,0.00026061271752694814,113,0.000683834156260575,0.0008587797100123911,0.0007274814968653662,4,3,5,4
Fredericia_Denmark,port354,55.55789495739138,9.7469439762095,DNK,EURO,0.0002871307834107542,109,0.0008340376138637173,0.000885195399110088,0.0009261629526635181,4,3,5,4
Frederikshavn_Denmark,port355,57.43847820033015,10.545880590458468,DNK,EURO,0.0001349520863714349,103,0.0004897834300295138,0.0005607922187270342,0.0006688641674711044,4,3,5,4
Fredrikstad_Norway,port356,59.186364157675655,10.957433291156958,NOR,EURO,0.00044494231513472814,108,0.0007612765183050169,0.0008753196675043625,0.0010830024027765428,4,3,5,4
Freeport_Bahamas,port357,26.524515214800303,-78.7626658095323,BHS,NOAM,0.002295458256299296,111,0.0007646608621380711,0.000605384189438537,0.0009247686701367922,1,4,2,2
Freeport_U.S.A.,port358,28.943937379395933,-95.32605000312248,USA,NOAM,0.0014340290701776327,119,0.0014116492695837365,0.0013894007638336474,0.001280081038593013,1,4,2,2
Freeriksvaerk_Denmark,port359,55.96279547703541,12.01281697504398,DNK,EURO,6.214938871023603e-05,102,0.0005697737580478446,0.00045766560690750234,0.0005696818454411567,4,3,5,4
Freetown_Sierra Leone,port360,8.486640908133134,-13.201867189722815,SLE,AFRI,0.00010795161806749765,102,0.0005219985109570248,0.0006074681657615025,0.0005376410677225065,0,1,4,1
Fremantle_Australia,port361,-32.152032519524546,115.77052416812684,AUS,AUST,0.002862877881255295,119,0.0017068409314913073,0.0019635885678915693,0.0016266877258929336,3,0,1,0
Fujayrah Harbor_United Arab Emirates,port362,25.20017277781963,56.35942059300059,ARE,ASIA,0.0021481907124560476,119,0.0016990476171327216,0.0018070926860983532,0.001514753836406542,3,0,3,0
Fukui Ko_Japan,port363,36.18520936680672,136.11513900904595,JPN,ASIA,1.1466083390458474e-05,92,0.0005242856828802499,0.0005065073955016462,0.0004697417211342468,3,0,1,0
Fukuyama_Japan,port364,34.462878531729864,133.4385466724517,JPN,ASIA,0.0009165716829145697,119,0.001761452804595165,0.0014361362356642361,0.0011408173767308422,3,0,1,0
Funabashi_Japan,port365,35.67485206478612,139.9681077054694,JPN,ASIA,0.00016426497355170517,119,0.0010736517977618938,0.0010623996805079587,0.0008744354546402774,3,0,1,0
Funafuti Atoll_Tuvalu,port366,-8.502722898706667,179.1953024496817,TUV,AUST,7.437580278082293e-05,18,4.62865701862607e-05,6.618707291331495e-05,0.00030698825851723026,3,0,1,0
Funchal_Portugal,port367,32.74157141504273,-16.732209744042162,PRT,EURO,6.572720171918786e-06,35,0.00021501965563988317,0.00011582919097677745,0.0001968439316454673,0,1,4,1
Furku_Finland,port368,60.44475295311863,22.18746958900006,FIN,EURO,5.041892430599426e-05,100,0.0004218565343091311,0.00044357282736361885,0.0005221342379792349,4,3,5,4
Fushiki-Toyama_Japan,port369,36.76864401123984,137.14237319673575,JPN,ASIA,0.00021666889020274113,119,0.000998247516371859,0.0009879032392370681,0.0008071894169907644,3,0,1,0
Fuzhou_China,port370,25.777604912592345,119.47432414767236,CHN,ASIA,0.00044218417086489155,119,0.001419773027933934,0.001376246472068361,0.0009829899189447008,3,0,1,0
Gabes_Tunisia,port371,33.91881608676359,10.08893966692584,TUN,AFRI,0.0002600699402034218,118,0.000799274922330099,0.0008481260455867468,0.0008131740548788772,0,1,4,1
Galeota Point Terminal_Trinidad and Tobago,port372,10.138083712482498,-61.0020970716123,TTO,NOAM,0.0,4,5.740435209101085e-06,7.4617646075416e-06,0.00012007594541913686,1,4,2,2
Galveston_U.S.A.,port373,29.30976119320005,-94.80456984576392,USA,NOAM,0.0017970798214300612,119,0.000968844797708007,0.0015525053801453627,0.001457385700323793,1,4,2,2
Galway_Ireland,port374,53.26969446061829,-9.044159060321112,IRL,EURO,2.007524325692239e-06,44,0.00017199760647926355,0.00014844450401261326,0.00022717738052302434,4,3,5,4
Gaogang_China,port375,32.313467336662946,119.81110088470822,CHN,ASIA,0.0005299146984565336,119,0.001181572988707211,0.0010405516391640563,0.0008428467315568936,3,0,1,0
Garlston_United Kingdom,port376,53.29145841460292,-2.8930672139858937,GBR,EURO,0.00048251002785606144,112,0.0009590394099120584,0.0009121568055451398,0.0009275706288451197,4,3,5,4
Gary_U.S.A.,port377,41.61965319164468,-87.3395544643907,USA,NOAM,1.1986909934257561e-06,18,8.731971368937089e-06,1.100468728467311e-05,0.00029833435411748575,1,4,2,2
Gavan Vysotsk_Russia,port378,60.603922231518375,28.56339825283301,RUS,EURO,0.0005120813415775949,112,0.0008273453252829696,0.0007957844449480171,0.0007880624963121016,4,3,5,4
Gavle_Sweden,port379,60.68762642747101,17.2458152581625,SWE,EURO,0.00024383110297256314,106,0.0006471422125834253,0.0007668294709268989,0.0008174376378245205,4,3,5,4
Gdansk_Poland,port380,54.37579704132241,18.69364422721409,POL,EURO,0.004680577890789159,119,0.0016076748068083336,0.0019167229148348412,0.00203122627101733,4,3,5,4
Gdynia_Poland,port381,54.53556217887057,18.524510975094508,POL,EURO,0.0017977732185787047,119,0.001503727155391226,0.0015300057045093925,0.0015579305268601847,4,3,5,4
Gebig_Brazil,port382,-23.057009661898604,-44.23521541519647,BRA,SOAM,5.55727253157927e-05,72,0.0004417482304739019,0.0004899432342313838,0.0004365509145724291,1,4,2,2
Geelong_Australia,port383,-38.095292647827776,144.36537251126336,AUS,AUST,0.0006475462384224778,119,0.0008490427952476847,0.0008945371817072734,0.0008092397145145521,3,0,1,0
Gela_Italy,port384,37.05185810728561,14.280984047033945,ITA,EURO,4.215850760873924e-05,67,0.0003222835539939163,0.0003880356430779525,0.00036480568646315157,0,1,4,1
Gemlik_Turkey,port385,40.41272034564045,29.103480035024777,TUR,ASIA,0.0009864139816709425,119,0.001303819841197877,0.0013555597297475058,0.0012229469149331966,0,1,4,1
General Santos_Philippines,port386,6.060167101255927,125.1478438643604,PHL,ASIA,0.00032219597154507703,75,0.00047409028886127164,0.00042922555139954607,0.0004741540617912672,3,0,1,0
Genova_Italy,port387,44.41310049391406,8.858680067801865,ITA,EURO,0.0018948424895445636,119,0.0016998585529689255,0.001803212734283593,0.001599388740471663,0,1,4,1
Georgetown_Bahamas,port388,23.506737649556783,-75.76789416525226,BHS,NOAM,1.6767580931069338e-06,8,8.266782253351679e-06,1.0212739924206497e-05,0.00021248072697015532,1,4,2,2
Georgetown_Cayman Islands,port389,19.29629305832162,-81.38380906416288,CYM,NOAM,1.0498360682689809e-05,21,4.471145498312145e-05,3.0826600113725036e-05,0.00018910844714414927,1,4,2,2
Georgetown_Guyana,port390,6.7983690385449975,-58.169551897968255,GUY,SOAM,0.0012746168249288404,100,0.0005933508707822012,0.0004279498508139539,0.0007865026997044524,1,4,2,2
Geraldton_Australia,port391,-28.776094489539258,114.59419328868512,AUS,AUST,0.00029567186117510476,119,0.0009449118465866029,0.0012724706810950488,0.0009450294841620834,3,0,1,0
Ghazaquet_Algeria,port392,35.1021976995162,-1.8625375909539548,DZA,AFRI,1.3435125226708237e-05,85,0.00043883006566652693,0.00033899871506898056,0.0003249747120817236,0,1,4,1
Ghent_Belgium,port393,51.13028980402819,3.766941707027173,BEL,EURO,0.004931701915101548,119,0.0019479212792070594,0.0021417294545970807,0.0021983256559431766,4,3,5,4
Gijon_Spain,port394,43.56033386628002,-5.694793057193696,ESP,EURO,0.00132575490283418,119,0.0014268703411108616,0.0013314916487952577,0.0012142416162926448,4,3,5,4
Gioia Tauro_Italy,port395,38.463398776609,15.913639211618914,ITA,EURO,0.00014061920875525088,109,0.0007094387529432126,0.0007548392197701744,0.0006699858157277724,0,1,4,1
Gisborne_New Zealand,port396,-38.675904032452685,178.0277768911794,NZL,AUST,2.4847132707414618e-05,56,9.491174122982383e-05,0.0003147415039477792,0.0004231360188941519,3,0,1,0
Gizo Harbor_Solomon Islands,port397,-8.103093595996622,156.8422133000033,SLB,AUST,0.0,2,2.3461963375001952e-06,2.763047953980418e-06,0.0001269553789495991,3,0,1,0
Gladstone_Australia,port398,-23.819079690458192,151.21552767768955,AUS,AUST,0.0016928936729921783,119,0.0017651863046820725,0.0018835968749633964,0.001603060204512557,3,0,1,0
Glasgow_United Kingdom,port399,55.87832297030618,-4.367557997346472,GBR,EURO,7.650562718890187e-05,99,0.00048621153927215374,0.0004125546622835379,0.00045317857860306367,4,3,5,4
Glomfjord_Norway,port400,66.81004692600077,13.936847064688877,NOR,EURO,0.0001686580730329185,102,0.0004698847309520889,0.0005262802513681505,0.0006005517434603293,4,3,5,4
Golcuk Burnu_Turkey,port401,40.7191964669835,29.866672643393184,TUR,ASIA,0.00034701107263678785,119,0.0010815329759367176,0.0009789414337959723,0.000866756336512686,0,1,4,1
Golfito_Costa Rica,port402,8.636992620480534,-83.16710591510046,CRI,NOAM,2.0295495772892494e-05,36,9.439158557378255e-05,0.0001277075319430751,0.00023941316950612794,1,4,2,2
Gomen_New Caledonia,port403,-20.759739759685505,164.40427974315105,NCL,AUST,1.814994639355425e-07,14,4.379737569243424e-05,8.989238519445699e-05,0.0001603833475401982,3,0,1,0
Goole_United Kingdom,port404,53.70030448943531,-0.884905633011416,GBR,EURO,6.767398349988341e-05,105,0.0006147742300849692,0.0005471532481033299,0.0006003267538526499,4,3,5,4
Goose Bay_Canada,port405,53.34292072174871,-60.39999747740323,CAN,NOAM,3.043474764013603e-06,10,3.453057338444392e-05,2.7196837532724802e-05,0.00017710527468736432,1,4,2,2
Gorgon LNG_Australia,port406,-20.79232174218242,115.45976156569424,AUS,AUST,8.787581724276972e-06,57,0.000346547274580432,0.00040949596857909893,0.00035418684320152796,3,0,1,0
Gorontalo_Indonesia,port407,0.5050228574338159,123.06489394062903,IDN,ASIA,8.484703757293381e-06,22,6.334541436139533e-05,6.004072680166539e-05,0.000254980023998652,3,0,1,0
Goteborg_Sweden,port408,57.70859886896139,11.889599436931674,SWE,EURO,0.0009382159717872856,115,0.0010562862579815572,0.0011025824693720427,0.0012110911452020002,4,3,5,4
Gourd Shanzui_China,port410,39.5346995700317,121.29824684077307,CHN,ASIA,0.00014048397021768067,119,0.0011006295802094082,0.001063084081762164,0.0007420313544250797,3,0,1,0
Gove_Australia,port411,-12.196955579238546,136.71669540589042,AUS,AUST,4.265672969561952e-06,65,0.0003153203714320624,0.0005397459709416259,0.0004008066749937676,3,0,1,0
Grand Haven_U.S.A.,port412,43.0510311590843,-86.2128084799724,USA,NOAM,1.1736526502395744e-06,18,1.243451086085651e-05,9.273299372477447e-06,0.0003443271479260215,1,4,2,2
Grand Isle_U.S.A.,port413,29.255100272447702,-89.96633396775194,USA,NOAM,0.0,1,6.62370373813853e-07,5.958411988609449e-07,0.00012278537763500718,1,4,2,2
Grand Turk_Turks and Caicos Islands,port414,21.43520362397885,-71.1478193515058,TCA,NOAM,5.6665868465929595e-06,9,2.2045656959527543e-05,1.3633911485824981e-05,0.0001940319580394767,1,4,2,2
Grangemouth_United Kingdom,port415,56.02124607713708,-3.68961592394568,GBR,EURO,0.0001364180662241704,105,0.0007135822201211207,0.00067971898278965,0.0007039734396602831,4,3,5,4
Gravesend_United Kingdom,port416,51.45052750387956,0.348941362582169,GBR,EURO,0.00014711735612880895,109,0.00042613105570198177,0.0008392789573224105,0.0008082028532713526,4,3,5,4
Great Yarmouth_United Kingdom,port417,52.58819977322659,1.7322182991927977,GBR,EURO,4.514082623828262e-05,99,0.0005003773029859442,0.00048743578312220905,0.000509409811859377,4,3,5,4
Green Bay_U.S.A.,port418,44.5226657221692,-88.02002332031127,USA,NOAM,3.795408982775055e-05,22,2.601564170565967e-05,4.2896145850247824e-05,0.00036716391788632787,1,4,2,2
Grenaa Havn_Denmark,port419,56.41625528657163,10.927040289647609,DNK,EURO,0.00013101726675573885,104,0.0005594511307905436,0.0005529065229318097,0.0006519588256758548,4,3,5,4
Gresik_Indonesia,port420,-7.140468237575886,112.64423495920768,IDN,ASIA,0.004522933001875841,119,0.0015745165971253168,0.0015074120925668865,0.0013964169486580698,3,0,1,0
Grimsby_United Kingdom,port421,53.57779578388495,-0.0766579280908841,GBR,EURO,4.5690567287566854e-05,100,0.00047956188477467403,0.00045610003182432234,0.0004819692504756412,4,3,5,4
Guaiba Island Terminal_Brazil,port422,-22.91555492047408,-43.78307644446807,BRA,SOAM,0.00046235548099588994,119,0.00110541627173475,0.0014772943698518816,0.0010843346385017404,1,4,2,2
Guangdong Yangjiang Port_China,port423,21.69554901618836,111.84157938381628,CHN,ASIA,0.0004267828565277436,119,0.0013293249165626758,0.0011827737183847681,0.0008852505363506091,3,0,1,0
Guangxi Beibu Gulf Port_China,port424,21.510878733983542,109.53853379032624,CHN,ASIA,0.00032049012215500827,119,0.0012559350873774268,0.001082523706448175,0.0008163423201234827,3,0,1,0
Guangzhou_China,port425,23.027540518197554,113.48360001642897,CHN,ASIA,0.005284145730384754,119,0.0024309038126112317,0.002071701562283979,0.001675150733667924,3,0,1,0
Guayaquil_Ecuador,port426,-2.261145668415041,-79.91891511541813,ECU,SOAM,0.0008519065512396405,112,0.0006793666405561691,0.0008699943235697625,0.00089062244301545,1,4,2,2
Guaymas_Mexico,port427,27.923313175810502,-110.86736420579368,MEX,NOAM,0.0003260506680437131,104,0.0008014235588626262,0.0004324581436313271,0.0004565852909378585,1,4,2,2
Gulfport_U.S.A.,port428,30.355639811363098,-89.0929266991794,USA,NOAM,6.2127712689976104e-06,36,0.00016842735051157259,0.00013556887381415466,0.00023311756355356874,1,4,2,2
Gulluk_Turkey,port429,37.25373920836195,27.60607436376908,TUR,ASIA,3.760076472299069e-05,74,0.0002997870520268646,0.00032706406346310517,0.0003788868313545231,0,1,4,1
Gustavia_Saint-Barthelemy,port430,17.902990257283047,-62.85264580554839,BLM,EURO,3.6926121678312905e-07,15,1.9465508848155873e-05,1.590188220841467e-05,0.0001833884724445757,1,4,2,2
Gwadar_Pakistan,port431,25.10895253750538,62.33856519252599,PAK,ASIA,1.1078346777424138e-08,7,3.7240082316195224e-05,4.024330815293644e-05,0.00012935672786717258,3,0,3,0
Gwangyang Hang_South Korea,port432,34.876697162565,127.71655329835136,KOR,ASIA,0.0022109902663679654,119,0.0020505868467412688,0.0019030384386273067,0.001554499150372503,3,0,1,0
Hachinohe Ko_Japan,port433,40.54513127462275,141.5108447857201,JPN,ASIA,0.0003803081541914288,119,0.001162938298245674,0.0012330810614650314,0.0010545932736932353,3,0,1,0
Hai Phong_Vietnam,port434,20.84406939448894,106.74748482091016,VNM,ASIA,0.001613739578957649,119,0.0017279053928346097,0.0015953562083031,0.0013296788093724093,3,0,1,0
Haifa_Israel,port435,32.81051126566313,35.03502309809758,ISR,ASIA,0.0008211660759630438,119,0.0011608306594760348,0.0013452396017128133,0.0011626898767327937,0,1,4,1
Haifeng power_China,port436,22.753415117395924,115.04385558392156,CHN,ASIA,2.3330227782716466e-06,55,0.0003466174999718405,0.00030925966114791966,0.00028624545760781874,3,0,1,0
Haikou_China,port437,20.03232282604763,110.28082679678306,CHN,ASIA,1.2936586051852278e-05,64,0.0004748319170566089,0.0005178609334362962,0.0004088054168994297,3,0,1,0
Haimen_China,port438,28.83311121382209,121.56258807891768,CHN,ASIA,4.0692650370615614e-05,88,0.0006798515901942352,0.0006604035456431675,0.0004854593890951147,3,0,1,0
Hakata_Japan,port439,33.63170192781617,130.39764973384786,JPN,ASIA,0.0003968058042603134,119,0.001083377158763623,0.00132446843525355,0.001100355825802988,3,0,1,0
Hakodate Ko_Japan,port440,41.79882812831512,140.69824466061647,JPN,ASIA,5.3232952453917725e-05,107,0.0007819823859772889,0.0007627122307618742,0.0006638561654900981,3,0,1,0
Halden_Norway,port441,59.11500065254765,11.375495550132188,NOR,EURO,1.1168700887367953e-05,74,0.0002932812987226665,0.0002354972616148067,0.0003500045016595478,4,3,5,4
Haldia Port_India,port442,22.057790602317784,88.10419444174183,IND,ASIA,0.0012626686874552507,119,0.0016227986455596276,0.0014249865916623997,0.0010835381262312334,3,0,3,0
Halifax_Canada,port443,44.6662319344433,-63.5718513763458,CAN,NOAM,0.000935816535362206,111,0.0006815936180218627,0.0007567966929418654,0.0009239520821578293,1,4,2,2
Halmstad_Sweden,port444,56.656462980661296,12.866349129899854,SWE,EURO,0.00012712071779071038,104,0.0006106120399125253,0.0006226412758463014,0.0007014107437624199,4,3,5,4
Hamada Ko_Japan,port445,34.87940375404148,132.05173556642626,JPN,ASIA,3.2451194580766726e-05,100,0.0005954648299510328,0.0006640396503601723,0.0005833791962894469,3,0,1,0
Hamburg_Germany,port446,53.51640055798953,9.964294337690005,DEU,EURO,0.005885076458789343,119,0.0023144185888161867,0.0022001461765181504,0.002293610069427246,4,3,5,4
Hamilton_Canada,port447,43.27190232495254,-79.81043225504946,CAN,NOAM,0.0016802819892486334,109,0.0005709773373699594,0.0006925543210093599,0.0008291487838055918,1,4,2,2
Hamina_Finland,port448,60.533174556564646,27.163095867060573,FIN,EURO,0.0004104150382424059,112,0.0009566779511079982,0.0008054656573776713,0.0008613879235620976,4,3,5,4
